"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Wind-Scarred Crag","","C","54742","44.2%","53.4%","9881","54.1%"
"Go-Shintai of Hidden Cruelty","B","U","74899","63.8%","53.4%","12288","51.6%"
"Mnemonic Sphere","U","C","100671","33.6%","53.3%","17672","51.5%"
"Kami of Industry","R","C","45935","16.1%","53.3%","7130","51.2%"
"Crackling Emergence","R","C","18766","7.8%","53.2%","3333","50.7%"
"Undercity Scrounger","B","C","150065","47.0%","53.1%","25683","50.9%"
"Explosive Entry","R","C","34550","14.0%","53.1%","5568","52.7%"
"Befriending the Moths","W","C","167779","62.2%","53.1%","26808","50.0%"
"Saiba Trespassers","U","C","54255","18.2%","53.1%","8287","50.3%"
"Greasefang, Okiba Boss","WB","R","16622","48.3%","53.1%","2855","53.4%"
"Essence Capture","U","U","23979","22.7%","53.1%","3844","52.7%"
"Coiling Stalker","G","C","110089","42.8%","53.0%","19602","52.6%"
"Tempered in Solitude","R","U","40728","37.6%","53.0%","6961","52.3%"
"Go-Shintai of Lost Wisdom","U","U","54341","44.9%","53.0%","9606","52.9%"
"Heiko Yamazaki, the General","R","U","66327","68.2%","53.0%","10837","50.2%"
"Spirit-Sister's Call","WB","M","13594","59.4%","53.0%","2136","48.5%"
"Dragonspark Reactor","R","U","77706","65.3%","53.0%","13566","49.9%"
"Explosive Singularity","R","M","13582","63.6%","52.9%","2060","51.6%"
"Roaring Earth","G","U","73133","76.4%","52.9%","12742","53.2%"
"Eiganjo Exemplar","W","C","155123","63.6%","52.9%","27755","53.6%"
"Acquisition Octopus","U","U","75386","73.2%","52.8%","12791","51.6%"
"Storyweave","G","U","20025","20.2%","52.8%","3165","51.1%"
"Orochi Merge-Keeper","G","U","67900","63.7%","52.8%","12096","53.0%"
"Satsuki, the Living Lore","WG","R","17633","49.8%","52.8%","3058","50.1%"
"Light the Way","W","C","21312","8.9%","52.8%","3254","50.8%"
"March of Reckless Joy","R","R","11398","29.3%","52.8%","1880","45.6%"
"Runaway Trash-Bot","","U","78609","67.4%","52.7%","13414","49.5%"
"Spell Pierce","U","C","12795","5.0%","52.6%","2089","50.3%"
"When We Were Young","W","U","15687","14.8%","52.6%","2404","48.8%"
"Risona, Asari Commander","WR","R","13833","48.0%","52.5%","2450","55.5%"
"Moonsnare Prototype","U","C","34646","11.4%","52.5%","5670","49.5%"
"Short Circuit","U","C","18295","6.4%","52.5%","2950","50.3%"
"Invigorating Hot Spring","RG","U","43665","39.3%","52.5%","7213","53.2%"
"Go-Shintai of Ancient Wars","R","U","61084","59.0%","52.3%","10536","50.7%"
"Futurist Operative","U","U","24220","24.5%","52.2%","3954","49.8%"
"Hinata, Dawn-Crowned","WUR","R","10928","32.8%","52.2%","1833","54.6%"
"Kindled Fury","R","C","14347","5.4%","52.2%","2196","49.8%"
"Peerless Samurai","R","C","64985","28.7%","52.2%","11253","51.4%"
"Okiba Salvage","B","U","26663","24.0%","52.2%","4059","48.2%"
"Lucky Offering","W","C","10112","4.4%","52.2%","1669","51.9%"
"Walking Skyscraper","","U","45080","46.3%","52.2%","6781","49.4%"
"Akki Ronin","R","C","46923","19.0%","52.1%","8361","52.7%"
"Dragonfly Suit","W","C","54407","24.2%","52.1%","8869","50.7%"
"Seven-Tail Mentor","W","C","67506","33.1%","51.9%","11061","51.9%"
"Kitsune Ace","W","C","52431","22.9%","51.8%","9218","51.3%"
"Imperial Subduer","W","C","82944","39.1%","51.8%","14321","50.4%"
"Malicious Malfunction","B","U","18678","20.6%","51.7%","3136","50.0%"
"Light-Paws, Emperor's Voice","W","R","5410","20.3%","51.7%","936","51.9%"
"The Dragon-Kami Reborn","G","R","7660","24.2%","51.7%","1322","49.1%"
"Automated Artificer","","C","53458","20.1%","51.7%","9543","50.2%"
"Heir of the Ancient Fang","G","C","49580","19.4%","51.6%","8382","49.8%"
"Mechtitan Core","","R","25207","69.8%","51.6%","4387","48.1%"
"Reito Sentinel","","U","16460","14.8%","51.6%","2835","48.3%"
"Mobilizer Mech","U","U","29863","34.3%","51.5%","5164","51.3%"
"Guardians of Oboro","U","C","31796","11.3%","51.4%","5532","49.9%"
"Asari Captain","WR","U","31891","37.5%","51.4%","5138","50.3%"
"Ancestral Katana","W","C","48712","22.0%","51.1%","8228","50.1%"
"Akki War Paint","R","C","8532","3.5%","50.8%","1343","47.1%"
"Reality Heist","U","U","14294","11.8%","50.4%","2223","46.5%"
"Enormous Energy Blade","B","U","6165","5.7%","50.3%","959","46.1%"
