Name,Color,Rarity,# GP,% GP,GP WR,# OH,OH WR
Dogged Pursuit,B,C,7385,36.60%,45.90%,1465,42.00%
Smashing Success,R,C,1363,6.60%,45.60%,252,
Mystic Reflection,U,R,2759,62.20%,44.90%,422,
Open the Omenpaths,R,C,1307,6.30%,43.80%,212,
Annul,U,C,662,3.60%,39.60%,97,
"Skysovereign, Consul Flagship",,M,3911,99.90%,61.50%,674,73.10%
Aethersphere Harvester,,R,8752,99.90%,59.60%,1604,68.70%
Angel of Invention,W,M,3355,87.30%,59.50%,575,64.70%
Noxious Gearhulk,B,M,3305,86.20%,59.40%,504,65.10%
Maverick Thopterist,UR,U,16797,73.80%,59.00%,3228,63.30%
Aether Chaser,R,C,58941,88.10%,58.80%,14703,63.50%
Quicksmith Rebel,R,R,8784,90.70%,58.80%,1523,64.00%
Fumigate,W,R,5903,77.80%,58.80%,1005,61.90%
"Kari Zev, Skyship Raider",R,R,6305,86.30%,58.70%,1046,62.90%
Heart of Kiran,,M,3605,96.90%,58.70%,677,67.10%
Herald of Anguish,B,M,3417,86.90%,58.60%,553,64.90%
Demon of Dark Schemes,B,M,3252,84.10%,58.30%,518,64.50%
Verdurous Gearhulk,G,M,3448,86.90%,58.30%,570,64.20%
Skyship Stalker,R,R,7249,87.90%,58.30%,1249,60.70%
Inventor's Apprentice,R,U,10272,66.80%,58.30%,1960,61.00%
Harnessed Lightning,R,U,20291,91.20%,58.20%,3785,60.40%
Pia Nalaar,R,R,7093,88.20%,58.20%,1242,60.70%
Voltaic Brawler,RG,U,11284,63.80%,58.20%,2262,62.80%
Hungry Flames,R,U,18910,89.90%,58.20%,3422,57.80%
Inventor's Goggles,,C,54380,73.80%,58.10%,11303,62.00%
Ornamental Courage,G,C,6418,14.10%,58.10%,1023,58.00%
"Chandra, Torch of Defiance",R,M,3572,91.70%,58.10%,590,59.30%
Welding Sparks,R,C,59537,88.50%,58.00%,13483,57.80%
Fairgrounds Warden,W,U,15346,86.50%,57.90%,2905,61.40%
"Nissa, Vital Force",G,M,3139,84.40%,57.90%,503,65.60%
"Depala, Pilot Exemplar",WR,R,4858,66.90%,57.90%,807,63.30%
Chandra's Pyrohelix,R,C,44417,74.60%,57.90%,9133,57.90%
Ridgescale Tusker,G,U,19779,90.40%,57.90%,3510,61.30%
Confiscation Coup,U,R,7864,87.90%,57.80%,1317,59.60%
Longtusk Cub,G,U,18998,91.30%,57.80%,3810,65.60%
Whirler Virtuoso,UR,U,18105,80.30%,57.80%,3594,63.70%
Bomat Bazaar Barge,,U,18613,90.00%,57.70%,3204,59.90%
Arborback Stomper,G,U,17160,86.30%,57.70%,2996,58.60%
Night Market Lookout,B,C,14681,33.70%,57.60%,3540,62.50%
Freejam Regent,R,R,7566,90.50%,57.50%,1231,58.20%
Bomat Courier,,R,4404,71.80%,57.40%,764,62.60%
Veteran Motorist,WR,U,9973,61.50%,57.40%,1993,58.70%
Chandra's Revolution,R,C,45763,75.60%,57.40%,8897,56.80%
Unlicensed Disintegration,BR,U,12613,68.40%,57.40%,2354,61.30%
Sweatworks Brawler,R,C,45889,73.80%,57.40%,10029,56.20%
Aether Swooper,U,C,51971,84.20%,57.30%,12668,62.30%
Fireforger's Puzzleknot,,C,18745,35.20%,57.30%,3534,56.20%
Invigorated Rampage,R,U,7472,45.80%,57.30%,1135,57.70%
Bristling Hydra,G,R,7261,90.00%,57.30%,1300,61.90%
Blossoming Defense,G,U,12826,77.90%,57.30%,2147,58.80%
Built to Smash,R,C,20079,39.20%,57.20%,3543,56.90%
Aerial Responder,W,U,14560,86.90%,57.20%,2650,62.30%
Untethered Express,,U,22436,99.20%,57.20%,4078,60.20%
Renegade Wheelsmith,WR,U,10486,61.50%,57.10%,2135,57.80%
Rogue Refiner,UG,U,14371,74.30%,57.10%,2889,61.20%
Quicksmith Genius,R,U,12059,68.80%,57.00%,2153,56.10%
Scrapper Champion,R,U,18743,88.40%,57.00%,3436,58.00%
Cultivator's Caravan,,R,7174,95.90%,57.00%,1253,59.90%
Spireside Infiltrator,R,C,24918,52.60%,56.90%,5204,55.00%
Pacification Array,,U,21298,94.80%,56.90%,4001,57.50%
Glimmer of Genius,U,U,14767,79.90%,56.90%,2654,55.70%
Combustible Gearhulk,R,M,3503,88.60%,56.80%,562,58.20%
Skywhaler's Shot,W,U,15328,85.80%,56.80%,2779,58.20%
"Rishkar, Peema Renegade",G,R,6526,88.10%,56.70%,1171,63.50%
Weldfast Monitor,,C,34515,62.90%,56.70%,7101,54.50%
"Oviya Pashiri, Sage Lifecrafter",G,R,6515,87.90%,56.70%,1147,63.10%
Furious Reprisal,R,U,14663,74.30%,56.70%,2590,56.00%
Ajani Unyielding,WG,M,2923,84.80%,56.70%,466,
Outland Boar,RG,U,9460,57.00%,56.70%,1817,56.10%
Servant of the Conduit,G,U,17195,90.00%,56.70%,3416,60.40%
Metallic Mimic,,R,7470,97.10%,56.70%,1393,60.20%
Kujar Seedsculptor,G,C,42916,81.80%,56.60%,9776,58.20%
Cataclysmic Gearhulk,W,M,2694,80.20%,56.60%,407,
Weldfast Engineer,BR,U,8920,52.60%,56.60%,1736,57.50%
Gifted Aetherborn,B,U,13665,87.60%,56.60%,2599,60.80%
Aetherstorm Roc,W,R,6309,86.90%,56.50%,1074,58.10%
Peema Outrider,G,C,48894,86.00%,56.50%,10367,58.10%
Sky Skiff,,C,48894,83.70%,56.50%,9684,56.80%
Maulfist Revolutionary,G,U,15342,88.80%,56.50%,2945,57.40%
Thriving Rhino,G,C,50826,88.80%,56.40%,12002,59.40%
Rishkar's Expertise,G,R,6819,86.50%,56.40%,1072,56.30%
Narnam Renegade,G,U,13211,83.10%,56.30%,2436,58.70%
Dawnfeather Eagle,W,C,40476,77.90%,56.30%,7858,55.80%
Leave in the Dust,U,C,26410,47.10%,56.30%,4736,55.10%
Metallic Rebuke,U,C,17408,37.80%,56.30%,3198,56.80%
Highspire Infusion,G,C,22479,47.00%,56.30%,3973,57.50%
Rush of Vitality,B,C,10043,23.90%,56.30%,1683,55.60%
Skyship Plunderer,U,U,16084,80.80%,56.30%,3136,58.50%
Glint-Sleeve Artisan,W,C,42216,81.60%,56.20%,9771,57.10%
Audacious Infiltrator,W,C,26019,57.10%,56.20%,5633,57.80%
Thopter Arrest,W,U,15538,86.50%,56.20%,2814,57.00%
Filigree Familiar,,U,16764,96.50%,56.10%,3165,56.30%
Cloudblazer,WU,U,14721,73.40%,56.10%,2653,57.90%
Aethertorch Renegade,R,U,13168,76.30%,56.10%,2444,58.00%
"Gonti, Lord of Luxury",B,R,5885,85.30%,56.10%,1041,59.30%
Glint-Sleeve Siphoner,B,R,5973,84.70%,56.10%,1088,61.30%
Visionary Augmenter,W,U,14650,83.40%,56.10%,2588,54.00%
Salivating Gremlins,R,C,26038,52.40%,56.00%,5272,55.30%
Minister of Inquiries,U,U,6942,46.60%,56.00%,1423,57.40%
Aether Poisoner,B,C,39047,83.30%,56.00%,8717,58.90%
Aether Meltdown,U,U,13388,73.00%,56.00%,2449,54.40%
Greenbelt Rampager,G,R,5567,85.80%,56.00%,977,59.70%
Torrential Gearhulk,U,M,2954,80.80%,56.00%,469,
Appetite for the Unnatural,G,C,20839,44.50%,56.00%,3451,54.10%
"Yahenni, Undying Partisan",B,R,5927,83.20%,55.90%,1031,61.20%
Baral's Expertise,U,R,6363,81.60%,55.90%,1009,56.50%
Merchant's Dockhand,,R,5254,71.90%,55.90%,1007,55.40%
Riparian Tiger,G,C,35673,77.10%,55.90%,6590,56.60%
Subtle Strike,B,C,31280,61.40%,55.90%,6133,57.90%
Winding Constrictor,BG,U,11661,70.50%,55.90%,2384,59.90%
Wildest Dreams,G,R,4228,62.30%,55.80%,660,55.90%
Reckless Fireweaver,R,C,24172,56.10%,55.80%,5231,55.60%
Enraged Giant,R,U,13147,69.40%,55.80%,2237,55.70%
Armorcraft Judge,G,U,14119,80.20%,55.80%,2492,54.40%
Spirebluff Canal,,R,3163,54.80%,55.80%,598,58.20%
Nature's Way,G,U,16029,87.60%,55.80%,2793,54.20%
Propeller Pioneer,W,C,33581,74.00%,55.70%,6717,55.30%
Chief of the Foundry,,U,15574,91.60%,55.70%,2907,57.30%
Speedway Fanatic,R,U,8367,54.80%,55.70%,1595,53.90%
Destructive Tampering,R,C,10243,21.00%,55.70%,1582,55.20%
Aether Theorist,U,C,33808,66.00%,55.60%,7228,56.20%
Hunt the Weak,G,C,43926,81.90%,55.60%,9015,54.10%
Monstrous Onslaught,G,U,14713,76.40%,55.60%,2423,52.90%
Aether Hub,,U,13587,89.00%,55.60%,2589,56.20%
Glint-Nest Crane,U,U,10478,65.60%,55.60%,1988,58.40%
Essence Extraction,B,U,13780,83.90%,55.50%,2546,53.70%
Daredevil Dragster,,U,14596,83.20%,55.50%,2629,55.20%
Wispweaver Angel,W,U,11779,78.10%,55.50%,1919,54.10%
Eddytrail Hawk,W,C,25856,64.80%,55.30%,5380,55.90%
Attune with Aether,G,C,41899,79.10%,55.30%,9504,56.10%
Gearseeker Serpent,U,C,38833,71.70%,55.30%,7688,54.50%
Sram's Expertise,W,R,5525,83.70%,55.30%,904,57.70%
Hinterland Drake,U,C,25259,55.50%,55.30%,5297,55.90%
Shipwreck Moray,U,C,13386,29.10%,55.30%,2413,55.00%
Lifecrafter's Bestiary,,R,6704,85.30%,55.30%,1232,58.00%
Gearshift Ace,W,U,10767,75.30%,55.20%,2113,53.00%
Thriving Turtle,U,C,23310,49.50%,55.20%,4904,58.40%
Servo Exhibition,W,U,11356,75.90%,55.20%,2196,56.60%
Aviary Mechanic,W,C,35517,69.80%,55.20%,7592,53.80%
Dark Intimations,UBR,R,1849,27.40%,55.20%,319,
Toolcraft Exemplar,W,R,4024,76.20%,55.20%,687,60.00%
"Sram, Senior Edificer",W,R,4736,75.30%,55.20%,858,59.30%
Inspiring Vantage,,R,2766,50.80%,55.20%,501,58.30%
Built to Last,W,C,12151,29.50%,55.20%,2013,53.90%
Trophy Mage,U,U,10167,61.40%,55.20%,1868,57.20%
Vengeful Rebel,B,U,15003,83.60%,55.10%,2846,55.40%
Frontline Rebel,R,C,10634,22.60%,55.10%,2153,54.40%
Lathnu Sailback,R,C,3582,8.10%,55.10%,569,53.80%
Revoke Privileges,W,C,35599,80.80%,55.00%,7436,53.20%
Countless Gears Renegade,W,C,31843,68.90%,55.00%,6758,54.70%
Marionette Master,B,R,6091,84.70%,55.00%,995,54.80%
Botanical Sanctum,,R,2871,51.00%,55.00%,572,58.90%
Empyreal Voyager,UG,U,12107,70.30%,55.00%,2333,55.90%
Highspire Artisan,G,C,20561,44.40%,54.90%,4145,54.10%
Renegade Map,,C,49806,78.70%,54.90%,10783,57.00%
Daring Demolition,B,C,37441,81.80%,54.90%,7789,53.70%
Spire Patrol,WU,U,8554,57.10%,54.90%,1586,54.70%
Cogworker's Puzzleknot,,C,28355,60.90%,54.90%,6224,54.70%
Weaponcraft Enthusiast,B,U,13495,82.10%,54.90%,2507,56.40%
Eager Construct,,C,25646,51.10%,54.90%,5402,54.70%
Maulfist Squad,B,C,26607,58.40%,54.80%,5306,53.90%
Prophetic Prism,,C,46085,74.50%,54.80%,10175,55.50%
Yahenni's Expertise,B,R,5184,76.60%,54.80%,953,57.00%
Scrapheap Scrounger,,R,5431,86.60%,54.80%,1032,64.90%
Fatal Push,B,U,12256,84.00%,54.70%,2312,55.80%
Ballista Charger,,U,9935,69.00%,54.70%,1569,53.30%
Malfunction,U,C,25070,55.20%,54.70%,4692,51.90%
Die Young,B,C,31453,68.00%,54.60%,6499,52.80%
Fabrication Module,,U,14586,84.90%,54.60%,2594,54.90%
Ravenous Intruder,R,U,4046,27.30%,54.40%,740,53.10%
Dukhara Peafowl,,C,20342,41.40%,54.40%,3753,52.10%
"Rashmi, Eternities Crafter",UG,M,2995,79.50%,54.40%,518,57.70%
Embraal Bruiser,B,U,9727,66.80%,54.30%,1857,55.70%
Dovin Baan,WU,M,2239,72.50%,54.30%,399,
Implement of Malice,,C,17872,39.20%,54.30%,3482,54.50%
Wind-Kin Raiders,U,U,11725,73.10%,54.30%,1978,52.80%
Shielded Aether Thief,U,U,12130,73.40%,54.20%,2286,54.10%
Lifecraft Cavalry,G,C,29220,63.80%,54.20%,5208,51.80%
Tezzeret the Schemer,UB,M,2708,77.70%,54.20%,461,
Aether Tradewinds,U,C,15287,30.10%,54.20%,2668,50.40%
Master Trinketeer,W,R,6421,90.70%,54.20%,1109,53.90%
Fourth Bridge Prowler,B,C,7714,20.40%,54.10%,1454,56.50%
Wild Wanderer,G,C,21913,49.00%,54.10%,4210,53.00%
Sage of Shaila's Claim,G,C,22821,52.10%,54.10%,4731,52.40%
Airdrop Aeronauts,W,U,11298,76.90%,54.10%,1883,54.70%
Animation Module,,R,4364,67.80%,54.10%,729,55.10%
Prakhata Pillar-Bug,,C,23295,53.00%,54.00%,4629,52.80%
Shrewd Negotiation,U,U,11826,62.20%,54.00%,1956,51.40%
Fragmentize,W,C,11085,30.40%,54.00%,1860,50.90%
Midnight Oil,B,R,4704,54.60%,54.00%,815,52.30%
Narnam Cobra,,C,25934,57.20%,53.90%,5420,51.10%
Irontread Crusher,,C,14612,37.70%,53.80%,2512,54.20%
Illusionist's Stratagem,U,U,6863,42.30%,53.80%,1030,53.70%
Live Fast,B,C,18044,44.00%,53.70%,3393,52.30%
Make Obsolete,B,U,6549,43.50%,53.70%,1103,49.60%
Implement of Examination,,C,17901,37.30%,53.60%,3334,51.40%
Restoration Gearsmith,WB,U,10400,63.30%,53.60%,1998,52.80%
"Kambal, Consul of Allocation",WB,R,3178,61.00%,53.60%,611,55.60%
Mobile Garrison,,C,15549,40.80%,53.60%,2723,51.10%
Decoction Module,,U,10582,63.70%,53.60%,1904,49.10%
Herald of the Fair,W,C,8505,22.50%,53.50%,1737,52.90%
Alley Evasion,W,C,7214,16.80%,53.30%,1146,51.40%
Aeronaut Admiral,W,U,6605,50.10%,53.20%,1220,49.30%
Nimble Innovator,U,C,13362,30.60%,53.20%,2587,50.00%
Aetherborn Marauder,B,U,9417,70.50%,53.10%,1766,51.80%
Foundry Screecher,B,C,19314,51.10%,53.10%,3838,51.00%
Precise Strike,R,C,3126,6.90%,53.10%,494,
Peacewalker Colossus,,R,2222,61.10%,53.10%,364,
Peema Aether-Seer,G,U,7706,58.20%,53.10%,1245,50.80%
Foundry Hornet,B,U,7496,56.00%,53.00%,1264,54.00%
Ovalchase Dragster,,U,7068,58.40%,53.00%,1250,51.70%
Oath of Ajani,WG,R,2668,48.70%,52.90%,437,
Dynavolt Tower,,R,3444,64.40%,52.90%,606,49.70%
Select for Inspection,U,C,6036,15.30%,52.80%,1010,48.30%
Fortuitous Find,B,C,13477,29.80%,52.80%,2144,48.70%
Bastion Mastodon,,C,10430,27.50%,52.80%,1673,51.10%
Spire of Industry,,R,3142,63.90%,52.70%,539,52.30%
Hijack,R,C,2061,5.30%,52.70%,329,
Unbridled Growth,G,C,15141,34.70%,52.70%,2947,52.90%
Restoration Specialist,W,U,8138,59.60%,52.60%,1499,49.40%
Renegade Rallier,WG,U,6188,47.90%,52.60%,1142,51.40%
Heroic Intervention,G,R,2536,58.70%,52.60%,392,
Siege Modification,R,U,3210,26.40%,52.50%,521,49.10%
Tezzeret's Touch,UB,U,5714,41.50%,52.50%,1113,54.90%
Reservoir Walker,,C,5723,15.90%,52.50%,957,49.90%
Era of Innovation,U,U,12003,63.30%,52.50%,2240,49.20%
Saheeli Rai,UR,M,1674,64.20%,52.40%,265,
Inventors' Fair,,R,2004,56.50%,52.40%,326,
Kari Zev's Expertise,R,R,1316,33.40%,52.40%,224,
Barricade Breaker,,U,7989,60.70%,52.30%,1354,48.90%
"Padeem, Consul of Innovation",U,R,4826,73.70%,52.30%,807,50.90%
Ice Over,U,C,13932,36.60%,52.30%,2736,48.00%
Underhanded Designs,B,U,10815,68.50%,52.30%,1982,48.80%
Fateful Showdown,R,R,1862,31.60%,52.10%,288,
Concealed Courtyard,,R,2252,45.50%,52.10%,447,
Contraband Kingpin,UB,U,6110,45.90%,52.10%,1238,54.30%
Weldfast Wingsmith,U,C,7199,18.30%,52.10%,1236,53.20%
Blooming Marsh,,R,2062,42.70%,52.10%,405,
Tezzeret's Ambition,U,C,11068,24.10%,52.10%,1837,50.70%
Fen Hauler,B,C,16436,39.00%,52.10%,2887,49.40%
Servo Schematic,,U,5446,44.30%,51.90%,1059,52.90%
Paradoxical Outcome,U,R,1160,21.40%,51.80%,182,
Consulate Skygate,,C,8824,24.00%,51.80%,1740,49.20%
Fretwork Colony,B,U,6182,55.80%,51.70%,1192,55.90%
Hazardous Conditions,BG,U,3100,23.70%,51.70%,527,47.80%
Defiant Salvager,B,C,14481,37.40%,51.70%,2941,49.20%
Alley Strangler,B,C,6006,16.70%,51.60%,1218,50.10%
Ruinous Gremlin,R,C,3707,9.40%,51.60%,679,49.00%
Night Market Aeronaut,B,C,8706,24.30%,51.50%,1583,46.70%
Electrostatic Pummeler,,R,2074,53.40%,51.40%,350,
Hidden Stockpile,WB,U,8912,61.40%,51.40%,1704,51.20%
Whirlermaker,,U,6291,57.00%,51.20%,1115,47.80%
Aetherworks Marvel,,M,1258,55.20%,51.00%,206,
Engineered Might,WG,U,2244,17.90%,50.90%,336,
Aether Inspector,W,C,8781,28.80%,50.90%,1600,50.20%
Disallow,U,R,1353,34.60%,50.80%,198,
Conviction,W,C,3943,11.00%,50.70%,680,46.00%
Universal Solvent,,C,5145,12.50%,50.60%,906,47.60%
Woodweaver's Puzzleknot,,C,6751,19.40%,50.50%,1258,48.00%
Hope of Ghirapur,,R,1744,56.20%,50.50%,330,
Metallurgic Summonings,U,M,1070,42.10%,50.30%,169,
"Baral, Chief of Compliance",U,R,1598,39.60%,50.20%,284,
Panharmonicon,,R,3004,67.00%,49.50%,500,47.00%
Demolition Stomper,,U,1307,16.30%,49.30%,222,
Revolutionary Rebuff,U,C,1951,5.80%,49.10%,341,
Mind Rot,B,C,1116,3.20%,48.50%,200,
Refurbish,W,U,615,5.70%,48.30%,81,
Creeping Mold,G,U,1164,9.80%,48.30%,205,
Sly Requisitioner,B,U,3758,33.30%,47.90%,599,38.70%
Metalwork Colossus,,R,2134,51.30%,47.50%,325,
Workshop Assistant,,C,8096,22.20%,47.40%,1591,43.70%
Consulate Turret,,C,4161,15.70%,47.30%,749,43.50%
Pendulum of Patterns,,C,1467,4.40%,47.00%,260,
Authority of the Consuls,W,R,814,30.90%,46.80%,158,
Wingmate Roc,W,M,5548,95.90%,58.40%,991,64.30%
Siege Rhino,WBG,R,10022,89.30%,58.00%,1700,61.80%
"Anafenza, the Foremost",WBG,M,4695,84.00%,57.80%,831,64.60%
High Sentinels of Arashin,W,R,11793,97.10%,57.40%,2055,63.00%
Chief of the Edge,WB,U,26997,91.40%,57.40%,4621,62.90%
Murderous Cut,B,U,30035,95.90%,57.10%,4994,57.40%
Abzan Ascendancy,WBG,R,10654,88.50%,57.00%,1830,59.30%
Seeker of the Way,W,U,28935,94.70%,56.90%,5256,63.10%
Zurgo Helmsmasher,WBR,M,4742,87.90%,56.80%,796,59.40%
Mardu Hordechief,W,C,89486,94.20%,56.80%,15632,59.40%
Chief of the Scale,WB,U,28073,90.20%,56.70%,4915,61.10%
Suspension Field,W,U,28626,95.90%,56.60%,4863,57.00%
Bellowing Saddlebrute,B,U,28525,92.70%,56.50%,4697,57.30%
Mardu Heart-Piercer,R,U,30150,93.30%,56.40%,4994,59.20%
Abzan Charm,WBG,U,25296,87.70%,56.40%,4239,56.90%
Arc Lightning,R,U,29439,94.20%,56.40%,4990,58.20%
"Sorin, Solemn Visitor",WB,M,5166,96.10%,56.40%,885,59.20%
Mardu Skullhunter,B,C,71766,90.50%,56.40%,12644,57.80%
Dead Drop,B,U,24413,82.30%,56.40%,3805,55.90%
Armament Corps,WBG,U,25428,86.30%,56.40%,4066,57.90%
Herald of Anafenza,W,R,11434,94.60%,56.40%,2032,63.50%
Mardu Charm,WBR,U,20801,81.80%,56.30%,3461,57.40%
Ashcloud Phoenix,R,M,5140,95.20%,56.30%,899,63.20%
Butcher of the Horde,WBR,R,10117,88.90%,56.30%,1728,60.60%
Bloodsoaked Champion,B,R,8793,87.70%,56.30%,1572,62.80%
Rakshasa Deathdealer,BG,R,9848,89.60%,56.20%,1724,62.30%
Ruthless Ripper,B,U,26350,93.50%,56.20%,4653,58.90%
Ponyback Brigade,WBR,C,61989,79.60%,56.10%,10857,55.70%
Mantis Rider,WUR,R,8445,83.00%,56.10%,1509,62.80%
Icefeather Aven,UG,U,26951,89.90%,56.10%,4780,57.80%
Sagu Mauler,UG,R,10389,93.00%,56.00%,1818,62.60%
Abzan Guide,WBG,C,67921,84.30%,56.00%,11880,56.00%
Mardu Hateblade,W,C,58972,81.90%,56.00%,10129,56.90%
Raiders' Spoils,B,U,21543,76.30%,55.90%,3574,57.00%
Duneblast,WBG,R,11642,89.90%,55.80%,1923,55.40%
Heir of the Wilds,G,U,26108,92.70%,55.70%,4669,61.20%
Rush of Battle,W,C,45627,59.70%,55.70%,6734,54.00%
Abzan Falconer,W,U,27172,94.30%,55.70%,4828,58.00%
Alabaster Kirin,W,C,60353,84.70%,55.60%,10056,55.60%
Hooded Hydra,G,M,5408,93.70%,55.60%,981,56.90%
Ainok Bond-Kin,W,C,68206,93.70%,55.60%,12100,57.80%
Debilitating Injury,B,C,80080,94.00%,55.60%,14146,55.40%
Utter End,WB,R,9302,92.80%,55.60%,1478,57.30%
Thousand Winds,U,R,10859,93.30%,55.50%,1841,57.10%
Master of Pearls,W,R,11031,94.60%,55.50%,1960,55.10%
Kin-Tree Invocation,BG,U,21988,84.70%,55.50%,3608,57.40%
Sultai Scavenger,B,C,64752,86.00%,55.50%,10280,54.20%
Ghostfire Blade,,R,13395,96.60%,55.40%,2411,59.40%
Bear's Companion,URG,U,19869,76.80%,55.40%,3223,57.90%
Mardu Warshrieker,R,C,55247,72.90%,55.40%,9013,56.20%
Bitter Revelation,B,C,50451,66.00%,55.30%,8397,54.20%
Sultai Flayer,G,U,23122,89.50%,55.30%,3856,56.40%
War-Name Aspirant,R,U,21528,87.80%,55.20%,3850,57.00%
Rakshasa's Secret,B,C,51096,64.50%,55.20%,8605,56.00%
Horde Ambusher,R,U,23393,85.30%,55.20%,4167,56.90%
Crater's Claws,R,R,10694,95.80%,55.20%,1726,56.90%
Temur Charger,G,U,26200,88.50%,55.20%,4653,58.40%
Watcher of the Roost,W,U,25412,93.20%,55.10%,4578,55.80%
Leaping Master,R,C,47174,69.50%,55.10%,8377,56.70%
Krumar Bond-Kin,B,C,55011,72.30%,55.00%,9608,53.60%
Necropolis Fiend,B,R,10092,92.20%,55.00%,1640,53.40%
Savage Knuckleblade,URG,R,8473,80.80%,55.00%,1419,62.60%
"Sarkhan, the Dragonspeaker",R,M,5138,92.80%,55.00%,858,57.20%
Grim Haruspex,B,R,10148,95.80%,54.90%,1768,56.20%
Pine Walker,G,U,26797,94.00%,54.90%,4627,55.20%
Crackling Doom,WBR,R,8118,80.30%,54.90%,1404,56.10%
Timely Hordemate,W,U,21787,85.50%,54.90%,3493,53.20%
Throttle,B,C,54007,85.60%,54.90%,8517,52.60%
Become Immense,G,U,18146,68.00%,54.80%,2736,54.40%
Sandsteppe Citadel,,U,30151,94.40%,54.80%,5614,58.00%
Hordeling Outburst,R,U,20217,80.90%,54.80%,3493,56.30%
Woolly Loxodon,G,C,76106,92.60%,54.80%,13322,54.50%
End Hostilities,W,R,9880,88.50%,54.80%,1615,57.80%
Disowned Ancestor,B,C,55731,86.70%,54.80%,9836,56.80%
Highspire Mantis,WR,U,19893,89.40%,54.70%,3299,55.90%
Mardu Ascendancy,WBR,R,6964,75.20%,54.70%,1081,57.40%
Ivorytusk Fortress,WBG,R,7956,82.00%,54.70%,1351,57.50%
Abzan Battle Priest,W,U,21327,90.30%,54.70%,3553,53.80%
Jeskai Charm,WUR,U,19903,78.80%,54.70%,3282,55.30%
War Behemoth,W,C,32147,44.60%,54.70%,5468,53.40%
Unyielding Krumar,B,C,37407,60.10%,54.70%,5904,52.90%
Mardu Roughrider,WBR,U,15890,73.80%,54.60%,2508,53.70%
Sultai Soothsayer,UBG,U,20745,75.10%,54.60%,3372,55.90%
Awaken the Bear,G,C,30902,44.20%,54.60%,4806,53.40%
Kill Shot,W,C,42277,82.30%,54.60%,7007,54.30%
Surrak Dragonclaw,URG,M,4199,82.50%,54.60%,681,61.40%
Master the Way,UR,U,25558,85.20%,54.50%,4149,54.70%
Nomad Outpost,,U,29280,94.90%,54.50%,5439,57.50%
Rattleclaw Mystic,G,R,9902,93.20%,54.40%,1798,62.70%
Savage Punch,G,C,63200,90.20%,54.40%,10431,53.60%
Take Up Arms,W,U,20136,78.10%,54.40%,3068,52.50%
Sage-Eye Harrier,W,C,42064,57.70%,54.40%,7197,51.30%
Alpine Grizzly,G,C,49947,70.60%,54.40%,8667,55.50%
Opulent Palace,,U,28037,92.80%,54.40%,5360,56.60%
Burn Away,R,U,23088,90.70%,54.30%,3722,54.80%
Hooting Mandrills,G,C,45572,75.80%,54.30%,7208,53.30%
Smite the Monstrous,W,C,36562,68.10%,54.20%,5839,52.70%
"Sidisi, Brood Tyrant",UBG,M,4073,79.30%,54.20%,715,60.80%
Mystic Monastery,,U,28457,92.90%,54.20%,5372,56.50%
Roar of Challenge,G,U,9027,43.00%,54.10%,1375,51.90%
Windswept Heath,,R,5568,77.60%,54.10%,1015,53.10%
Sultai Charm,UBG,U,17624,77.00%,54.00%,2854,52.50%
Dragonscale Boon,G,C,29034,49.50%,53.90%,4455,53.40%
Jeskai Student,W,C,47057,76.10%,53.90%,8306,54.80%
Rite of the Serpent,B,C,39433,60.00%,53.80%,5955,51.50%
Valley Dasher,R,C,31621,54.10%,53.80%,5630,55.60%
Abomination of Gudul,UBG,C,50166,71.90%,53.80%,8783,53.40%
Jeering Instigator,R,R,8834,93.60%,53.80%,1559,54.30%
See the Unwritten,G,M,2135,65.70%,53.70%,322,
Ride Down,WR,U,18198,83.30%,53.70%,2765,55.00%
Sage of the Inward Eye,WUR,R,7686,80.80%,53.70%,1286,53.40%
Icy Blast,U,R,9646,89.80%,53.70%,1540,52.50%
Smoke Teller,G,C,36794,52.00%,53.70%,6403,54.70%
Kheru Spellsnatcher,U,R,10158,91.70%,53.60%,1752,55.10%
Salt Road Patrol,W,C,27853,49.20%,53.50%,4613,51.90%
Bloodstained Mire,,R,5648,74.70%,53.50%,1023,53.50%
Archers' Parapet,G,C,44955,71.10%,53.50%,7794,53.60%
Efreet Weaponmaster,WUR,C,48457,67.50%,53.50%,8252,52.90%
Snowhorn Rider,URG,C,48657,72.10%,53.50%,8425,54.00%
Mer-Ek Nightblade,B,U,16901,87.10%,53.50%,2832,51.30%
Tuskguard Captain,G,U,20925,91.20%,53.50%,3634,53.60%
Summit Prowler,R,C,22749,35.40%,53.40%,3625,54.40%
Trumpet Blast,R,C,22399,36.20%,53.40%,3229,50.10%
Force Away,U,C,59268,81.40%,53.40%,10014,51.80%
Warden of the Eye,WUR,U,18880,72.70%,53.40%,3065,50.00%
Trail of Mystery,G,R,9918,85.10%,53.40%,1707,61.00%
Arrow Storm,R,C,53090,79.50%,53.40%,8211,51.90%
Tusked Colossodon,G,C,10978,20.00%,53.30%,1680,53.40%
Canyon Lurkers,R,C,30010,43.00%,53.30%,5036,52.80%
Mystic of the Hidden Way,U,C,54709,85.30%,53.30%,9617,52.70%
Bring Low,R,C,47296,77.60%,53.20%,7549,52.90%
Swarm of Bloodflies,B,U,9935,68.40%,53.20%,1586,52.20%
Ankle Shanker,WBR,R,8128,83.00%,53.10%,1401,50.30%
Kheru Bloodsucker,B,U,10561,66.30%,53.10%,1744,51.70%
