"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Moonrager's Slash","R","C","10547","85.5%","58.3%","2196","56.6%"
"Lunar Frenzy","R","U","4162","80.9%","58.3%","688","60.0%"
"Rot-Tide Gargantua","B","C","6630","64.0%","58.3%","1148","56.8%"
"Candletrap","W","C","5433","60.7%","58.3%","1041","55.6%"
"Thermo-Alchemist","R","U","4062","76.0%","58.3%","736","63.3%"
"Patrician Geist","U","R","2803","76.6%","58.3%","491",""
"Dreadhound","B","U","4153","85.8%","58.2%","642","60.7%"
"Dawnhart Mentor","G","U","3455","74.1%","58.2%","631","59.7%"
"Defenestrate","B","C","10639","88.1%","58.2%","2040","58.1%"
"Augur of Autumn","G","R","2729","85.0%","58.2%","512","62.7%"
"Ascendant Packleader","G","R","1618","73.9%","58.2%","278",""
"Vampire Socialite","BR","U","2336","65.0%","58.2%","492",""
"Desperate Farmer","B","C","8989","77.8%","58.2%","1704","57.7%"
"Ulvenwald Oddity","G","R","2478","85.1%","58.2%","432",""
"Diregraf Scavenger","B","C","10976","83.8%","58.2%","2232","56.0%"
"Light Up the Night","R","R","3636","87.1%","58.2%","637","58.9%"
"Siege Zombie","B","C","10706","79.5%","58.2%","2260","60.2%"
"Deserted Beach","","R","1622","54.9%","58.1%","306",""
"Reckless Impulse","R","C","7615","59.4%","58.1%","1475","56.4%"
"Dominating Vampire","R","R","1409","61.0%","58.1%","242",""
"Repository Skaab","U","C","7572","55.3%","58.0%","1345","55.7%"
"Hound Tamer","G","U","4042","83.1%","58.0%","782","56.3%"
"Festival Crasher","R","C","7440","55.1%","58.0%","1820","59.2%"
"Syphon Essence","U","C","6716","47.9%","58.0%","1239","56.8%"
"Cruel Witness","U","C","8077","62.8%","58.0%","1469","59.3%"
"Binding Geist","U","C","7457","52.7%","58.0%","1432","57.7%"
"Eruth, Tormented Prophet","UR","R","1887","53.2%","58.0%","353",""
"Consuming Blob","G","M","1511","84.9%","58.0%","296",""
"Selhoff Entomber","U","C","3311","25.8%","58.0%","672","59.1%"
"Gluttonous Guest","B","C","7456","68.3%","57.9%","1584","55.8%"
"Hobbling Zombie","B","C","8967","82.5%","57.9%","1786","57.2%"
"Outland Liberator","G","U","3936","86.4%","57.9%","779","58.8%"
"Shipwreck Marsh","","R","1887","64.8%","57.9%","362",""
"Play with Fire","R","U","3857","84.1%","57.9%","724","61.6%"
"Loyal Gryff","W","U","2423","71.1%","57.9%","409",""
"Briarbridge Tracker","G","R","2731","82.9%","57.9%","488",""
"Sundown Pass","","R","1165","45.4%","57.9%","207",""
"Delver of Secrets","U","U","1985","44.0%","57.8%","420",""
"Tainted Adversary","B","M","1399","87.4%","57.8%","265",""
"Falkenrath Celebrants","R","C","11109","77.2%","57.8%","2163","56.9%"
"Curse of Leeches","B","R","2111","82.3%","57.8%","381",""
"Mindleech Ghoul","B","C","5882","56.0%","57.8%","1194","57.9%"
"Shattered Sanctum","","R","1542","57.2%","57.8%","298",""
"Blood Petal Celebrant","R","C","7392","73.0%","57.8%","1549","58.9%"
"Spore Crawler","G","C","6947","69.5%","57.7%","1420","58.8%"
"Anje, Maid of Dishonor","BR","R","3314","79.6%","57.7%","551","59.2%"
"Winterthorn Blessing","UG","U","2256","43.8%","57.7%","407",""
"Eccentric Farmer","G","C","9175","65.0%","57.7%","2076","60.1%"
"Belligerent Guest","R","C","5198","56.7%","57.7%","1000","58.1%"
"Catapult Fodder","B","U","2737","55.1%","57.7%","545","54.5%"
"Silver Bolt","","C","10839","70.6%","57.7%","2027","55.6%"
"Kessig Wolfrider","R","R","1892","76.1%","57.7%","313",""
"Bat Whisperer","B","C","3129","33.8%","57.7%","553","55.3%"
"Smoldering Egg","R","R","2406","69.8%","57.6%","436",""
"Burn the Accursed","R","C","9169","80.2%","57.6%","1710","55.3%"
"Hero's Downfall","B","U","3753","88.8%","57.6%","744","57.3%"
"Famished Foragers","R","C","4449","44.4%","57.6%","818","56.5%"
"Alchemist's Retrieval","U","C","5607","43.3%","57.6%","978","57.3%"
"Sigardian Savior","W","M","1222","80.5%","57.6%","194",""
"Wrenn and Seven","G","M","1361","85.0%","57.6%","260",""
"Obsessive Astronomer","R","U","3637","74.9%","57.6%","704","56.4%"
"Reclusive Taxidermist","G","U","3703","83.3%","57.6%","720","62.4%"
"Piercing Light","W","C","2363","30.9%","57.6%","409",""
"Edgar, Charmed Groom","WB","R","2834","83.3%","57.6%","523","59.7%"
"Rootcoil Creeper","UG","U","2433","51.3%","57.6%","543","59.5%"
"Ludevic, Necrogenius","UB","R","2152","64.2%","57.6%","415",""
"Whispering Wizard","U","U","3519","73.6%","57.6%","663","58.7%"
"Daybreak Combatants","R","C","1338","16.4%","57.5%","231",""
"Homestead Courage","W","C","3204","37.7%","57.5%","585","58.5%"
"Headless Rider","B","R","2895","83.1%","57.5%","503","61.4%"
"Cobbled Lancer","U","U","2365","49.9%","57.5%","365",""
"Wash Away","U","U","1021","27.3%","57.5%","160",""
"Lambholt Harrier","R","C","5079","50.7%","57.5%","990","55.6%"
"Geistflame Reservoir","R","R","1609","50.3%","57.5%","298",""
"Kessig Flamebreather","R","C","7466","61.0%","57.5%","1675","57.8%"
"Voldaren Stinger","R","C","5115","50.4%","57.5%","1008","60.3%"
"Novice Occultist","B","C","6782","66.2%","57.4%","1376","55.9%"
"Vampire Slayer","W","C","2245","25.2%","57.4%","402",""
"Heron-Blessed Geist","W","C","3116","36.8%","57.4%","563","53.3%"
"Restless Bloodseeker","B","U","3420","71.1%","57.4%","664","60.2%"
"Dollhouse of Horrors","","R","3820","90.9%","57.4%","636","55.8%"
"Bloodthirsty Adversary","R","M","1245","82.2%","57.3%","224",""
"Jacob Hauken, Inspector","U","M","1878","86.0%","57.3%","336",""
"Storm the Festival","G","R","1266","61.0%","57.3%","179",""
"Katilda, Dawnhart Prime","WG","R","2105","66.6%","57.3%","410",""
"Archghoul of Thraben","B","U","2884","70.6%","57.3%","580","57.6%"
"Harvesttide Sentry","G","C","7105","66.5%","57.3%","1543","55.8%"
"Blood Pact","B","C","2780","31.6%","57.3%","486",""
"Jack-o'-Lantern","","C","5321","33.1%","57.3%","1074","54.0%"
"Shadowbeast Sighting","G","C","8567","74.7%","57.3%","1741","55.8%"
"Sunstreak Phoenix","R","M","1388","84.0%","57.3%","255",""
"Rise of the Ants","G","U","3747","72.0%","57.3%","652","58.7%"
"Jerren, Corrupted Bishop","B","M","1240","84.4%","57.3%","210",""
"Wedding Invitation","","C","4644","32.5%","57.3%","957","58.1%"
"Vampire Interloper","B","C","5346","62.0%","57.2%","1157","58.8%"
"Seize the Storm","R","U","3391","55.4%","57.2%","654","52.0%"
"Falkenrath Perforator","R","C","5076","52.7%","57.2%","1064","54.7%"
"Saryth, the Viper's Fang","G","R","2140","80.9%","57.1%","355",""
"Creepy Puppeteer","R","R","3049","79.9%","57.1%","542","61.8%"
"Gift of Fangs","B","C","4747","56.2%","57.1%","887","55.4%"
"Deathcap Glade","","R","1038","46.5%","57.1%","216",""
"Courier Bat","B","C","4541","48.2%","57.1%","816","54.3%"
"Secrets of the Key","U","C","2241","18.6%","57.1%","363",""
"Brimstone Vandal","R","C","3299","37.0%","57.1%","649","54.1%"
"Massive Might","G","C","5221","50.4%","57.1%","927","55.0%"
"Militia Rallier","W","C","2081","24.8%","57.1%","352",""
"Bloodcrazed Socialite","B","C","7161","65.9%","57.1%","1351","56.0%"
"Join the Dance","WG","U","1165","36.0%","57.1%","202",""
"Dawnhart Wardens","WG","U","1756","53.6%","57.1%","347",""
"Adamant Will","W","C","3938","44.4%","57.1%","642","56.1%"
"Dawnhart Disciple","G","C","5200","53.2%","57.1%","1151","57.5%"
"Deathbonnet Sprout","G","U","4095","67.3%","57.0%","864","59.5%"
"Hungry Ridgewolf","R","C","4786","50.3%","57.0%","1088","57.8%"
"Fearful Villager","R","C","5781","56.7%","57.0%","1192","56.7%"
"Vilespawn Spider","UG","U","2178","45.1%","57.0%","464",""
"Mask of Griselbrand","B","R","2389","80.4%","57.0%","414",""
"Galedrifter","U","C","8676","61.3%","57.0%","1639","55.6%"
"Runebound Wolf","R","U","1972","61.1%","57.0%","398",""
"Parish-Blade Trainee","W","C","3095","43.7%","57.0%","629","57.9%"
"Child of the Pack","RG","U","3094","70.0%","57.0%","588","52.2%"
"Dissipate","U","U","1691","41.5%","56.9%","268",""
"Covert Cutpurse","B","U","2650","68.8%","56.9%","474",""
"Falkenrath Forebear","B","R","2619","83.9%","56.9%","496",""
"Cradle of Safety","U","C","4341","34.4%","56.9%","712","54.6%"
"Wolf Strike","G","C","8505","83.0%","56.9%","1659","58.2%"
"Hungry for More","BR","U","1511","45.2%","56.9%","290",""
"Fangblade Brigand","R","U","4357","79.6%","56.9%","800","56.6%"
"Alchemist's Gambit","R","R","515","21.1%","56.9%","78",""
"Weaver of Blossoms","G","C","9082","82.3%","56.9%","1928","58.4%"
"Flourishing Hunter","G","C","7339","70.3%","56.9%","1295","54.5%"
"Cemetery Gatekeeper","R","M","995","78.3%","56.9%","200",""
"Electric Revelation","R","C","4735","40.2%","56.9%","840","56.0%"
"Sure Strike","R","C","4152","44.4%","56.9%","693","54.1%"
"Olivia's Attendants","R","R","3407","86.3%","56.8%","537","53.6%"
"Ballista Watcher","R","U","5358","83.8%","56.8%","939","54.2%"
"Bramble Wurm","G","U","3468","80.9%","56.8%","555","59.6%"
"Path of Peril","B","R","1624","64.7%","56.8%","302",""
"Ardent Elementalist","R","C","5082","47.7%","56.8%","891","54.7%"
"Tapping at the Window","G","C","1230","13.4%","56.7%","223",""
"Gryff Rider","W","C","4015","54.4%","56.7%","799","55.3%"
"Inspired Idea","U","R","2598","68.5%","56.7%","459",""
"Might of the Old Ways","G","C","2896","32.0%","56.7%","423",""
"Stolen Vitality","R","C","4285","43.7%","56.7%","772","57.1%"
"Infestation Expert","G","U","4140","77.0%","56.7%","702","58.7%"
"Avabruck Caretaker","G","M","1476","84.7%","56.7%","268",""
"Graf Reaver","B","R","822","41.2%","56.7%","159",""
"Primal Adversary","G","M","1226","80.8%","56.7%","211",""
"Arlinn, the Pack's Hope","RG","M","962","75.0%","56.7%","148",""
